video_id,watch time (minutes),viewer_id
s7481,25,924
s6461,36,715
s3237,44,578
s1014,5,374
s8518,48,362
s7331,36,96
s4562,31,832
s1676,39,978
s3435,37,769
s2993,40,929
s4301,8,389
s718,32,835
s4528,8,89
s4700,27,948
s1684,16,206
s1559,1,788
s5199,29,343
s8023,33,241
s6552,25,212
s6813,34,406
s1623,32,226
s8387,22,159
s6924,32,210
s5125,11,816
s2293,41,403
s4393,33,611
s1868,32,665
s5060,6,60
s3308,9,614
s2295,27,913
s6456,49,349
s2990,8,482
s2028,48,495
s2383,16,498
s6071,36,345
s2088,48,145
s7158,0,170
s821,46,705
s6841,31,373
s5072,32,615
s2002,25,853
s6109,43,36
s1106,22,833
s6901,35,946
s3101,22,829
s2967,13,837
s2752,0,948
s5443,48,696
s725,27,137
s3614,24,1000
s1588,48,908
s6162,33,886
s5939,2,149
s2330,48,777
s7232,2,719
s4063,44,272
s7727,3,596
s2104,4,978
s6005,0,767
s8607,34,918
s3610,43,427
s5017,2,810
s3482,39,81
s4413,22,257
s5450,1,637
s8052,1,542
s2316,13,644
s4702,43,703
s5489,19,591
s4873,37,418
s8797,50,89
s1700,28,525
s5054,27,380
s1344,12,940
s7216,50,934
s8128,14,70
s7771,23,331
s3412,13,561
s3763,19,633
s6776,49,698
s2140,5,263
s4646,10,564
s5033,37,66
s5969,18,414
s1091,4,28
s2271,36,32
s5700,19,539
s4642,29,697
s4542,13,370
s6483,43,205
s7198,32,658
s6936,10,581
s6247,5,618
s127,6,194
s2741,5,416
s8772,27,936
s533,43,97
s2072,46,809
s2198,17,293
s8189,35,817
s3375,30,466
s3635,8,800
s2413,14,272
s445,26,242
s6750,26,774
s5658,0,99
s7455,9,782
s2341,47,412
s682,9,957
s1163,9,305
s2745,36,821
s1368,4,407
s4485,35,186
s1310,24,404
s3989,41,734
s4304,40,877
s8016,21,724
s936,14,519
s3110,35,937
s8574,44,996
s8324,42,734
s608,18,399
s7243,43,451
s5604,36,196
s7244,22,44
s4674,48,962
s4563,40,295
s8218,36,388
s4772,36,704
s2451,31,744
s1201,32,244
s7034,50,127
s1435,13,475
s6980,49,791
s4867,4,628
s53,29,442
s2098,21,489
s4133,13,194
s7081,10,315
s2932,26,523
s2799,17,263
s3412,20,50
s460,17,531
s7551,10,446
s6585,28,195
s6263,7,799
s8727,10,37
s2330,20,457
s725,44,327
s566,23,193
s5892,33,396
s5898,18,307
s4810,42,328
s5009,17,74
s7131,50,710
s2427,24,375
s4267,14,623
s7962,30,888
s3007,11,941
s3586,7,368
s8488,2,745
s6576,21,154
s6992,31,313
s4031,16,673
s4318,13,225
s1666,32,860
s5418,44,848
s49,50,148
s4002,43,910
s8006,32,978
s6906,11,129
s1387,13,6
s4527,9,428
s8256,45,933
s6238,38,21
s3481,33,869
s2245,49,577
s5247,45,732
s5259,13,722
s6546,32,380
s7260,31,615
s6806,2,886
s5103,17,199
s630,41,903
s3956,44,178
s4498,10,942
s4932,8,461
s6439,19,790
s3821,36,560
s8683,20,17
s59,46,765
s5165,33,957
s686,48,657
s6098,39,459
s3061,11,935
s3176,24,345
s8413,18,717
s2460,32,597
s5818,47,74
s3879,14,379
s5363,23,780
s195,10,872
s6128,17,971
s8522,20,195
s3193,49,492
s3680,1,808
s584,33,618
s4174,26,563
s3566,17,367
s3604,16,610
s5490,39,165
s2695,24,672
s4082,5,385
s2674,0,576
s7126,35,567
s1444,44,671
s6589,35,160
s6176,50,864
s6205,16,653
s2360,34,21
s7380,8,145
s3818,29,458
s8176,7,141
s2845,28,394
s7116,32,463
s761,2,680
s1844,29,881
s4901,7,983
s1887,5,302
s7970,35,77
s4204,46,379
s83,47,671
s7921,39,407
s7908,18,970
s657,36,763
s3767,34,583
s8547,14,970
s6174,41,604
s8582,6,631
s6919,36,250
s5074,38,239
s1235,20,957
s4119,41,77
s2609,13,653
s5755,39,173
s4487,34,460
s1557,18,162
s5372,21,127
s482,26,717
s7816,27,949
s7750,47,653
s7697,41,222
s5339,0,462
s7639,43,946
s1720,49,427
s6148,22,462
s7360,35,454
s8654,22,176
s7707,8,83
s1046,43,769
s1727,22,655
s1179,1,879
s563,9,788
s79,38,565
s5178,2,225
s6307,11,386
s1298,29,141
s6425,31,604
s800,0,789
s6277,26,348
s4637,3,691
s2454,24,354
s7889,27,234
s6803,50,462
s1073,26,158
s7958,43,39
s2541,24,264
s7693,6,209
s6611,1,14
s7879,8,351
s1527,42,888
s8423,45,171
s1124,10,712
s4159,6,928
s3559,48,997
s3670,29,507
s8275,45,60
s8616,4,689
s5723,45,418
s3647,30,45
s4499,0,345
s3334,30,104
s2594,6,448
s1595,33,312
s2887,36,109
s1112,38,802
s5043,39,589
s4621,19,930
s4696,38,62
s3973,19,184
s4465,45,844
s3433,12,431
s4799,17,615
s7780,41,589
s7374,45,158
s7127,33,81
s1164,4,541
s8430,20,92
s2112,7,916
s4359,44,752
s1679,16,803
s1795,34,825
s160,23,678
s6819,16,685
s3683,20,198
s862,26,209
s1617,22,327
s1310,37,220
s7958,49,635
s5720,8,768
s7323,37,691
s7786,10,492
s6756,48,639
s1168,41,420
s3030,30,868
s7684,10,217
s6911,39,801
s7668,10,197
s5576,4,43
s1812,34,381
s7609,40,165
s5152,19,877
s1088,0,43
s4192,45,921
s3225,11,212
s1668,1,131
s8242,29,971
s699,0,366
s7741,35,23
s7094,31,948
s7733,17,701
s7046,34,783
s4887,18,558
s3020,9,149
s5279,12,478
s7206,42,283
s8485,34,221
s3588,9,355
s7164,10,764
s6032,16,339
s3553,28,102
s8450,31,430
s6825,28,243
s8563,12,994
s6341,36,157
s7397,18,19
s4411,19,692
s3423,10,810
s4109,8,607
s230,24,350
s8074,22,667
s2981,13,705
s551,10,414
s1447,24,931
s7807,19,412
s6871,13,858
s8461,21,182
s4249,50,96
s5357,6,608
s2177,25,952
s158,2,620
s4318,37,526
s2557,43,201
s7322,18,432
s8520,21,715
s1083,50,900
s7902,16,30
s7509,25,389
s7581,42,169
s3014,36,739
s6486,27,879
s551,50,852
s385,37,683
s3893,32,822
s3129,21,706
s5555,3,979
s3250,24,834
s5601,18,93
s7062,39,278
s5906,2,155
s1348,49,347
s1099,50,128
s4987,30,659
s13,12,590
s4886,27,17
s4872,14,157
s2895,26,843
s6428,45,703
s922,3,100
s356,4,129
s4554,25,198
s3993,13,256
s1780,46,656
s5880,11,974
s1847,21,482
s5394,22,214
s2734,6,890
s1224,4,690
s1847,30,4
s4518,31,183
s1779,49,481
s5127,19,988
s4849,26,995
s8343,27,837
s3877,31,898
s7456,47,50
s6611,27,338
s6456,0,43
s5499,19,881
s3600,43,710
s2632,46,927
s1943,9,426
s4446,28,712
s5848,5,84
s6162,33,616
s5499,34,530
s6223,36,695
s3320,6,850
s7077,48,447
s1276,28,266
s8733,20,823
s5543,35,75
s559,26,196
s5530,23,630
s7929,40,437
s3405,6,547
s192,20,721
s1320,40,296
s854,27,767
s2858,20,181
s3654,25,925
s5748,45,687
s5563,13,255
s2060,4,817
s2464,31,688
s1200,39,746
s4835,40,225
s2952,11,46
s269,28,986
s3395,22,327
s2266,27,362
s4516,26,38
s1538,3,235
s2496,20,754
s3512,12,915
s4152,17,187
s1496,28,500
s3987,23,52
s1400,19,738
s2710,4,39
s8689,44,289
s408,17,474
s8085,4,317
s3994,19,138
s952,45,464
s1504,17,916
s456,8,599
s2094,45,548
s2258,23,290
s2782,20,110
s348,10,776
s7340,5,641
s3869,48,396
s6968,14,256
s5287,26,603
s2760,21,645
s8669,2,881
s6648,35,251
s8357,9,599
s3870,11,28
s1894,37,913
s2447,24,765
s7849,34,222
s3556,5,564
s1119,39,926
s3421,7,684
s4,17,723
s6933,19,776
s5342,7,296
s935,41,860
s3379,48,623
s4167,12,574
s1388,49,605
s5053,26,851
s1814,38,445
s8026,42,314
s855,42,982
s2360,20,459
s3179,39,998
s4261,44,905
s1698,34,68
s226,0,688
s7973,44,191
s752,25,978
s91,20,58
s2730,38,989
s2395,14,389
s7872,34,247
s3005,35,244
s1606,6,246
s6345,45,17
s8721,30,733
s2088,30,739
s6368,19,509
s5748,43,598
s2403,27,832
s513,29,298
s6173,48,963
s2698,1,282
s909,16,247
s2733,20,230
s6108,9,773
s8296,32,348
s3923,27,103
s8178,35,495
s8783,35,942
s5068,45,890
s516,18,795
s3042,35,410
s576,43,434
s2090,11,347
s5720,6,92
s1891,5,115
s3605,47,47
s3507,38,909
s5179,46,482
s5741,44,460
s108,6,956
s5696,6,116
s7422,47,646
s5857,31,87
s5240,32,421
s4226,26,581
s3647,21,416
s5799,13,311
s7777,23,407
s3144,41,660
s6898,46,911
s3930,39,94
s2136,6,48
s1517,2,776
s2188,10,706
s1514,35,466
s4018,18,134
s1865,35,358
s1938,8,469
s1635,31,478
s4810,43,59
s4418,29,925
s7594,6,227
s4421,40,113
s1860,42,351
s5872,36,159
s4422,11,11
s4521,38,176
s4489,42,206
s7611,17,324
s7817,6,764
s6562,44,67
s2428,16,807
s433,16,990
s3008,33,596
s6772,3,509
s6137,36,361
s4380,4,556
s6249,37,540
s2427,30,979
s3683,32,245
s7324,35,875
s7077,2,844
s6678,27,186
s4389,21,254
s8503,49,700
s2396,50,612
s2282,49,711
s7687,41,840
s3129,8,347
s7293,47,979
s705,30,305
s3573,35,621
s7292,45,715
s3455,1,510
s5455,21,752
s520,41,906
s8082,44,69
s1671,21,335
s5016,37,978
s2160,39,464
s5707,29,86
s3572,30,48
s4638,50,697
s181,13,152
s5453,39,384
s6185,21,804
s5604,4,27
s2150,2,871
s4591,45,359
s5052,31,33
s5977,25,924
s1683,40,783
s1583,29,879
s3185,8,95
s4582,32,191
s1914,25,329
s2841,45,465
s7880,11,930
s3499,45,498
s7622,1,560
s6911,43,116
s2754,14,143
s5444,29,819
s4854,37,658
s7898,35,633
s5957,29,126
s7279,13,709
s4849,36,923
s6698,31,934
s8105,47,359
s286,19,783
s90,50,449
s7894,7,858
s7446,4,997
s5567,42,331
s3115,40,542
s6891,45,683
s5346,20,479
s6385,20,928
s7955,23,916
s131,27,952
s1512,49,935
s2007,12,97
s3929,31,739
s131,20,143
s8772,49,950
s7142,46,737
s6284,5,725
s3553,46,662
s2253,17,767
s8110,37,296
s4083,32,299
s7389,39,877
s7500,0,460
s5859,10,299
s4235,34,382
s5256,24,90
s6817,40,543
s4491,8,815
s8570,14,74
s358,19,208
s4766,27,326
s8267,13,418
s2548,47,433
s8703,25,691
s2063,49,276
s2143,21,620
s34,14,988
s5577,33,448
s12,24,400
s4908,13,835
s6348,19,655
s2000,14,690
s7162,18,881
s1488,37,846
s6049,28,195
s8734,25,602
s2650,12,455
s1636,38,388
s8006,44,235
s1790,19,89
s2157,4,520
s5587,34,732
s7926,45,344
s8769,38,830
s7489,5,931
s3875,25,707
s6241,33,730
s4608,15,924
s4654,17,423
s2431,28,863
s4019,22,478
s1191,31,646
s7152,47,522
s7145,25,712
s7333,11,171
s3208,6,219
s1179,23,533
s5670,19,970
s706,41,516
s7567,41,85
s6872,13,833
s1437,5,442
s3417,37,740
s1526,1,43
s3939,43,387
s2302,43,960
s2068,12,101
s1531,39,488
s2250,43,632
s621,49,259
s2486,2,364
s5285,35,743
s4077,36,989
s7736,0,943
s8732,19,923
s2579,21,260
s2342,11,386
s4614,17,133
s3789,23,481
s5573,49,355
s428,4,708
s8751,9,37
s3670,15,757
s2409,0,157
s8355,42,637
s2162,9,888
s4139,9,991
s720,38,804
s1702,36,411
s7518,32,144
s8160,1,210
s2086,50,243
s8632,14,175
s3948,26,812
s4435,28,245
s533,49,608
s5717,36,533
s7617,6,258
s2165,24,931
s8680,7,283
s2728,4,518
s61,24,437
s8047,30,122
s2979,8,444
s1615,50,738
s5959,14,194
s890,40,869
s1534,33,907
s8251,23,862
s7321,26,160
s482,37,186
s5762,40,854
s6867,12,335
s5305,28,433
s6678,1,634
s1752,29,361
s6679,0,122
s1433,40,322
s779,15,955
s4313,10,568
s3550,37,232
s3209,26,845
s7900,18,877
s7231,30,20
s3119,30,72
s522,7,127
s1872,30,95
s6734,14,376
s6400,35,320
s3175,1,488
s3769,17,24
s1117,31,270
s4390,20,242
s94,22,677
s2293,40,538
s1782,20,733
s91,10,135
s973,24,275
s8132,46,386
s2201,41,139
s2895,28,287
s917,38,532
s1589,17,91
s3399,3,277
s1004,44,16
s1542,26,643
s5493,35,248
s7358,6,819
s7795,33,255
s5192,48,116
s6067,35,387
s962,39,751
s2015,0,770
s2216,19,646
s7676,35,494
s8434,48,259
s6589,37,968
s5789,3,418
s7500,13,412
s2681,6,312
s2616,23,940
s6330,28,198
s1791,46,132
s735,16,314
s156,41,203
s2545,36,609
s3015,12,92
s3837,38,919
s4979,4,354
s1469,38,659
s6929,27,958
s7584,23,918
s2757,10,727
s5019,3,14
s2662,11,306
s2582,1,922
s3811,38,86
s2845,39,18
s24,22,513
s3468,15,893
s3683,47,732
s1989,18,441
s8754,23,70
s2237,23,512
s1232,11,988
s7408,42,697
s710,7,465
s4306,10,59
s2602,50,287
s3657,37,59
s6763,14,251
s6070,9,385
s1176,50,188
s6709,42,161
s3673,32,745
s6221,14,261
s8082,43,865
s1522,19,350
s2410,23,657
s5935,2,449
s313,48,175
s1426,14,843
s2190,10,697
s4656,18,152
s8201,17,663
s4613,8,382
s5859,11,77
s3011,5,104
s806,13,673
s3539,2,871
s1982,15,83
s6105,20,133
s4443,20,696
s4945,46,324
s2574,27,964
s3529,27,162
s2988,27,326
s3851,50,616
s4255,43,574
s6307,22,434
s2451,22,636
s5925,23,353
s1340,5,526
s1831,47,961
s7977,30,649
s2398,41,169
s4156,49,683
s4599,16,948
s148,43,150
s4042,20,662
s4465,40,646
s3295,15,942
s7965,41,914
s2264,46,231
s2529,15,809
s551,27,718
s3451,10,920
s7375,10,906
s7513,28,868
s6222,45,722
s4318,47,723
s1470,43,243
s4532,13,910
s1814,10,321
s1029,10,683
s3,40,519
s7053,13,223
s6886,46,345
s8389,48,390
s3494,23,805
s7839,28,229
s2265,29,907
s5358,0,693
s1931,40,6
s3924,35,170
s222,29,47
s5304,38,748
s4164,23,881
s7496,36,402
s2005,40,238
s5050,47,75
s8160,21,434
s8700,27,947
s2328,23,208
s1728,14,727
s4846,42,590
s15,8,215
s7858,14,286
s1766,35,600
s2884,9,349
s2593,27,550
s4618,19,518
s3169,37,645
s8361,47,65
s3759,30,516
s6563,49,611
s6886,46,767
s6883,20,340
s636,2,221
s292,43,942
s4575,29,56
s3142,47,697
s7423,16,611
s5125,11,486
s6602,41,713
s8122,30,793
s8200,41,260
s5946,18,354
s7335,10,106
s3783,15,846
s3034,44,232
s572,18,214
s3514,34,39
s8248,4,198
s7432,13,137
s3074,15,522
s4544,45,57
s630,12,648
s8461,5,995
s5705,21,730
s4678,5,8
s550,29,799
s520,19,888
s1901,35,826
s510,7,466
s5327,3,490
s1542,47,124
s1514,38,671
s1793,38,875
s7892,35,926
s2724,41,865
s7177,6,542
s2882,50,1000
s281,17,329
s1901,40,637
s4423,37,971
s7568,25,297
s8464,2,718
s4722,28,164
s1595,35,676
s4392,20,692
s3911,17,212
s4088,14,879
s498,8,3
s5335,20,439
s8244,1,541
s4656,7,946
s7570,38,328
s8786,26,283
s2617,44,996
s1801,3,916
s932,36,484
s6824,25,214
s4241,37,206
s4660,16,537
s7284,44,930
s1534,21,327
s1786,32,754
s6168,24,959
s7790,15,382
s1627,1,498
s6016,48,295
s5878,4,673
s2471,47,563
s3860,44,533
s6671,7,870
s7754,29,500
s2267,19,148
s1403,7,381
s5211,19,568
s3434,44,363
s5975,42,532
s7299,14,700
s8653,12,676
s2111,25,228
s489,47,259
s529,34,337
s206,10,463
s239,10,572
s3456,37,176
s8306,48,375
s191,35,741
s8241,32,369
s4296,7,70
s2137,40,2
s3762,2,7
s824,49,864
s6743,20,355
s5050,24,206
s6363,12,661
s5071,32,565
s7324,13,942
s6063,38,607
s3331,40,751
s8430,16,438
s5387,39,472
s2358,27,137
s7303,38,722
s6512,31,719
s2381,14,199
s8609,38,809
s4542,49,751
s8078,8,521
s2943,39,991
s5825,1,512
s8715,18,828
s4232,4,47
s7807,45,136
s8518,4,136
s4466,14,18
s8025,32,336
s1300,45,111
s2368,15,204
s8686,32,614
s4740,44,656
s2384,9,503
s1330,9,923
s1202,22,201
s1444,34,677
s7665,8,438
s7400,42,462
s955,39,254
s2641,46,456
s4027,38,629
s7956,31,92
s1492,16,231
s6681,13,288
s7186,39,125
s5682,46,596
s2285,16,566
s3023,50,808
s2036,34,768
s3221,7,292
s2292,6,416
s7660,43,92
s8381,19,166
s6264,40,173
s254,49,757
s4030,45,49
s2874,32,250
s7660,36,677
s5051,39,288
s5512,47,431
s8151,15,872
s4115,29,26
s791,42,919
s5211,33,917
s8280,4,513
s6427,19,791
s5945,46,612
s866,46,213
s6344,3,817
s2702,2,466
s3686,42,181
s6691,3,377
s3036,2,744
s1227,16,76
s1999,36,62
s3685,28,96
s6324,44,262
s7436,27,4
s8649,11,450
s3348,16,881
s4802,27,784
s6500,31,974
s6002,48,537
s312,31,325
s2058,5,841
s8352,26,334
s975,26,394
s7331,7,190
s4024,9,881
s5013,14,577
s3714,14,290
s3402,25,880
s1711,27,708
s5057,49,392
s6448,37,960
s7230,18,908
s4173,37,221
s5925,12,193
s6499,24,565
s1106,4,399
s7067,27,374
s8007,45,551
s1279,2,544
s6504,4,164
s6088,25,471
s5400,11,299
s1086,8,238
s1188,19,539
s7865,46,566
s4682,15,493
s1934,40,250
s2481,43,661
s6881,21,982
s8172,42,185
s4364,39,896
s740,50,321
s2921,14,760
s7951,7,864
s4060,8,256
s2877,17,163
s2665,24,322
s5256,25,424
s8385,12,445
s5857,32,39
s4044,34,519
s551,5,970
s5399,16,33
s1741,47,394
s3266,5,57
s2303,1,777
s8585,6,246
s8118,40,994
s7433,12,927
s6334,1,254
s8306,14,490
s7417,25,556
s8413,41,800
s6950,20,989
s1261,1,339
s4432,31,893
s5098,43,318
s7242,42,517
s5642,38,98
s5856,0,497
s6175,9,855
s2578,20,273
s3913,15,791
s2747,47,276
s4283,23,249
s6328,41,859
s3088,12,383
s4096,0,35
s4493,16,324
s5247,50,596
s4324,19,921
s3532,13,493
s6272,48,448
s1161,35,491
s3055,34,711
s6358,32,210
s4587,21,906
s490,39,374
s8794,0,958
s6179,23,415
s5977,13,27
s8453,42,526
s188,41,224
s734,10,968
s7019,32,215
s7057,34,468
s1196,29,644
s314,39,149
s8288,30,423
s8170,26,556
s1976,7,8
s4496,37,851
s1066,16,951
s3377,26,900
s8787,47,324
s6437,21,636
s1686,12,372
s934,34,319
s2946,24,908
s4637,30,798
s578,49,599
s2608,1,569
s2096,39,874
s133,49,726
s3696,6,732
s5870,33,840
s4546,27,356
s6449,19,996
s6038,10,965
s730,7,580
s5076,19,913
s123,11,139
s3913,9,591
s2274,7,28
s3936,18,400
s928,41,420
s7314,2,791
s1362,46,971
s7848,41,247
s8246,49,934
s7861,1,702
s2061,43,304
s8731,7,472
s4322,48,902
s7051,10,233
s3105,17,651
s7253,45,140
s4976,42,72
s4185,49,342
s5817,29,214
s3082,26,704
s7287,27,1
s12,49,177
s4731,14,168
s2868,47,828
s6609,6,289
s4426,27,272
s6049,32,436
s2430,45,676
s6236,2,508
s2583,13,155
s384,37,584
s3863,2,104
s2230,6,935
s3816,50,303
s4322,4,883
s3535,26,162
s6398,18,367
s1977,9,970
s7228,47,940
s5525,26,329
s5525,13,278
s2418,29,108
s6501,48,710
s901,41,914
s1082,24,308
s7690,9,167
s6664,20,282
s7714,22,801
s2109,28,733
s607,20,915
s2110,20,351
s7328,31,868
s5885,20,725
s6216,7,118
s5586,26,893
s353,16,468
s1267,14,517
s2634,22,531
s943,14,749
s6874,17,717
s2676,2,778
s758,29,508
s8537,2,125
s4900,37,767
s7144,1,256
s7999,23,105
s3712,35,546
s4053,22,947
s8792,41,793
s5481,50,597
s3870,44,179
s2068,25,884
s8295,11,495
s2726,21,418
s6989,44,574
s3555,44,612
s7637,22,366
s1584,19,872
s5108,44,736
s8557,0,413
s5908,12,411
s97,16,971
s5916,23,864
s910,12,351
s1622,39,733
s5787,32,649
s7424,2,53
s1553,2,252
s6277,24,889
s6539,14,783
s4836,8,655
s8010,8,566
s4373,41,358
s2156,13,900
s801,49,227
s630,26,898
s5235,8,208
s612,35,121
s4439,28,410
s2113,4,342
s4973,2,669
s1082,20,282
s8067,45,964
s3131,39,378
s466,0,152
s5513,39,560
s3860,2,760
s3792,8,544
s7029,1,830
s5646,39,896
s6103,11,133
s3035,6,243
s5584,49,120
s5666,40,249
s1181,46,799
s758,18,369
s3526,48,559
s4848,42,543
s3209,44,400
s7765,0,131
s4463,3,202
s4403,47,944
s3500,21,390
s928,15,325
s7297,47,557
s4753,44,776
s2623,11,374
s4929,9,198
s845,45,763
s769,42,553
s7753,39,838
s2309,30,388
s8610,29,793
s852,24,635
s7655,8,430
s8008,10,382
s910,40,575
s8753,50,755
s8419,19,403
s5830,29,384
s3355,17,720
s1804,2,272
s5617,0,16
s3967,49,313
s7876,29,116
s4537,7,880
s8010,4,468
s3202,32,730
s5947,20,513
s7539,46,900
s7329,18,994
s7078,46,453
s2220,43,440
s7915,40,178
s6162,9,966
s3208,36,184
s8432,36,363
s1304,8,745
s8518,41,692
s7481,38,21
s8458,29,655
s1510,32,402
s2499,17,504
s6820,4,164
s1146,34,544
s7026,39,349
s2780,45,983
s903,18,147
s2211,38,17
s6463,16,201
s4963,32,531
s6435,30,311
s8270,34,379
s114,33,489
s5468,34,25
s177,9,792
s2524,30,618
s1718,18,907
s8375,11,933
s4278,46,762
s7584,2,410
s6285,38,270
s3777,47,532
s3347,9,412
s2952,40,113
s2794,13,993
s2612,37,455
s5630,14,259
s7976,10,485
s8241,36,266
s2361,2,945
s8127,34,660
s4364,25,406
s3529,48,381
s6696,10,488
s6577,21,606
s7725,3,715
s5278,25,393
s671,36,441
s3791,32,111
s8699,41,840
s1111,8,903
s407,32,316
s4598,12,755
s2739,1,78
s3126,12,457
s3492,5,8
s5180,19,409
s4953,2,927
s2006,1,771
s8271,28,900
s6613,36,16
s2406,0,189
s3494,5,285
s354,2,560
s5986,3,722
s455,9,304
s7242,38,611
s6452,23,404
s5602,38,497
s2179,32,835
s8796,38,994
s8599,1,651
s4693,13,674
s2064,19,331
s5973,38,91
s1052,50,169
s5116,22,151
s4699,1,730
s4467,28,364
s753,44,799
s7858,41,19
s6658,27,442
s2023,20,497
s2139,24,975
s4052,44,314
s1464,34,15
s3468,43,333
s2234,11,964
s5029,41,529
s458,9,26
s5372,17,680
s6669,18,537
s6577,37,975
s4277,14,444
s1081,50,570
s1945,13,587
s278,38,32
s85,35,881
s2071,31,18
s4946,11,69
s2841,19,572
s443,8,188
s7607,35,450
s2191,41,993
s4585,36,980
s6812,40,30
s7307,4,436
s8800,47,524
s413,35,641
s8462,27,415
s7504,34,187
s8198,44,686
s4812,40,1000
s701,45,597
s1279,16,206
s4543,31,221
s4603,35,631
s1225,18,794
s8458,6,191
s4628,49,809
s5735,1,745
s8238,44,986
s2824,6,226
s4535,40,901
s8037,43,455
s1695,26,820
s3985,38,249
s4708,0,183
s5030,26,902
s3159,32,283
s3868,48,906
s7573,33,356
s6638,21,158
s1703,5,715
s2331,14,516
s443,6,754
s8335,48,694
s3467,13,702
s2743,29,877
s8178,18,460
s1630,46,599
s5062,5,51
s1512,35,791
s8708,37,733
s4298,50,996
s2040,46,943
s7932,25,987
s1943,28,917
s63,27,808
s8628,30,803
s3935,27,12
s2602,29,657
s1988,23,898
s1689,35,734
s2926,27,259
s5677,16,318
s4174,30,874
s90,23,740
s5697,10,956
s6893,26,419
s6787,40,831
s970,21,932
s3275,40,396
s2355,4,287
s4299,27,470
s182,47,766
s788,20,305
s70,37,881
s2586,47,589
s6868,15,224
s2210,5,747
s1884,39,138
s1795,29,187
s249,26,839
s3942,0,780
s2015,24,77
s364,19,244
s8168,26,891
s2797,20,521
s5919,36,307
s3524,40,469
s4086,45,425
s7063,45,646
s4101,40,873
s3939,8,365
s5974,46,951
s3990,11,71
s7687,37,437
s5851,18,548
s6420,16,667
s4775,37,978
s7494,49,652
s8763,3,88
s4733,20,987
s2185,35,462
s4982,14,385
s695,9,979
s6000,39,381
s4114,22,986
s6393,19,531
s2324,44,427
s4457,27,21
s6494,7,700
s3446,24,272
s856,49,193
s980,25,689
s6007,20,637
s7802,46,784
s2776,21,636
s1737,30,598
s1876,22,406
s6287,37,681
s6770,13,122
s6916,6,851
s5703,13,623
s1788,11,913
s2317,24,299
s7849,17,567
s3883,19,13
s6325,44,384
s1958,14,586
s1700,14,224
s3382,39,467
s1886,24,376
s4774,31,620
s2173,32,27
s6779,49,607
s1030,29,323
s8475,5,779
s8506,46,735
s3616,31,740
s8195,30,715
s8344,8,258
s296,4,414
s776,14,563
s7187,37,869
s8617,7,859
s1402,42,261
s8466,16,193
s7306,32,643
s3123,3,678
s7134,33,389
s5206,45,287
s3125,50,853
s8671,37,769
s3179,37,905
s2996,19,252
s154,45,25
s4405,23,523
s5072,49,681
s3068,23,812
s578,2,414
s8772,47,994
s3174,39,443
s7449,37,377
s7556,20,215
s3504,14,39
s4358,27,335
s6881,46,633
s802,22,319
s2688,27,995
s5041,16,209
s2649,3,313
s6403,24,942
s4454,19,782
s7320,30,938
s6144,31,217
s8792,42,84
s4722,29,15
s5433,21,140
s2268,49,112
s8269,50,323
s1365,5,374
s427,11,792
s2783,4,646
s6426,39,353
s3152,4,526
s3995,4,455
s8586,36,596
s5282,35,969
s32,14,569
s7746,28,371
s5435,42,713
s8408,5,876
s1838,0,414
s8638,44,6
s8794,24,457
s3792,8,250
s7373,43,721
s4400,39,605
s6331,33,605
s6611,8,879
s62,26,765
s7902,12,105
s5739,39,755
s4561,45,256
s8637,12,127
s174,24,835
s2266,50,552
s1147,30,393
s5486,19,844
s5737,9,844
s3289,36,267
s8471,11,324
s6309,24,680
s7884,4,890
s4910,36,320
s2658,19,239
s6794,36,800
s2164,27,231
s2002,26,642
s613,2,46
s4258,30,535
s6136,24,211
s8422,46,333
s1086,28,208
s6577,43,301
s6137,10,448
s1851,32,94
s8482,43,31
s8805,32,205
s689,8,685
s5127,41,373
s7410,6,243
s4372,17,667
s6326,39,953
s2100,34,642
s1479,12,720
s8097,44,561
s4326,1,722
s1410,22,320
s5869,49,530
s6968,6,854
s2742,26,244
s6137,37,68
s1449,16,439
s7999,7,720
s2751,18,261
s687,11,470
s5391,25,527
s3804,37,230
s148,14,673
s3660,7,924
s8143,8,874
s2860,8,365
s4165,19,97
s8719,1,874
s4749,31,411
s5990,20,871
s2415,31,742
s8723,11,22
s2905,38,927
s8687,36,346
s5691,13,598
s2149,48,441
s8385,26,575
s2378,11,608
s1834,46,501
s4375,26,982
s4178,40,585
s2935,50,224
s4477,37,864
s4026,16,999
s2072,5,927
s5887,50,632
s417,47,20
s516,11,167
s6974,18,840
s4571,46,147
s4421,19,334
s6927,38,551
s8576,6,509
s17,33,511
s5269,21,992
s2788,44,152
s5954,27,867
s6670,18,44
s177,19,489
s8283,23,556
s500,41,391
s7812,0,504
s5987,20,583
s2566,24,235
s5633,1,114
s2041,50,158
s5319,15,278
s2760,14,804
s6612,48,58
s2515,41,878
s4993,8,516
s8578,42,437
s6955,13,139
s729,47,864
s4510,19,863
s340,49,208
s7032,13,134
s3129,50,567
s8684,11,267
s4001,12,157
s6994,10,540
s6724,39,755
s7721,7,769
s5307,30,930
s8570,29,852
s6387,33,645
s330,31,669
s1407,42,898
s3992,8,805
s7590,38,427
s2060,18,666
s3915,33,172
s1443,8,377
s1657,27,694
s2250,2,265
s610,3,181
s4555,45,155
s1989,10,336
s374,33,456
s5387,24,489
s2170,0,110
s6805,50,267
s6138,11,802
s6424,4,783
